"Latitude","Longitude","Population"
40.6833333,19.6194444,0.000720414270447691
41.0461111,19.7511111,0.000238655690897901
40.2336111,20.3516667,0.000339448251422198
41.0730556,20.5488889,0.000127539278444706
41.685,20.4288889,0.000484776320882853
40.9025,20.6525,0.000818220855337168
40.6122222,20.0980556,0.000338717640362614
42.0444444,19.8997222,0.000206318210086765
40.7375,19.7022222,0.000211464253202094
41.7675,19.8755556,0.000319689987115197
41.0763889,19.6652778,0.000178523224124345
41.7744444,19.7861111,7.40776083021304e-05
39.8755556,20.0052778,0.000481155031283177
40.5305556,19.6358333,0.000219564506253999
41.8136111,19.5938889,8.57038538589828e-05
41.3455556,19.5672222,0.000449103441756226
42.0675,19.5130556,0.00283038724482694
40.2958333,20.0191667,0.000379758922492268
41.3275,19.8188889,0.011905815467087
41.6827778,19.8933333,1.90594189456596e-05
40.4666667,19.4897222,0.00284391943227836
41.3908333,19.655,0.000157970817361276
40.0488889,44.5475,4.38048978767744e-05
40.2691667,44.6244444,0.00113330481620716
39.7363889,45.3455556,3.79600094001054e-05
40.3077778,44.2847222,5.00309747323565e-05
41.0105556,44.4675,4.0596562354255e-05
39.2038889,46.5472222,0.0001495211416287
40.5841667,44.6913889,3.97706541999431e-05
39.7836111,45.2280556,6.11489691173246e-05
40.2336111,44.2513889,9.25334789811775e-05
40.7813889,43.8963889,0.000243706436918501
40.1430556,44.1483333,8.43061631363011e-05
40.0958333,44.2861111,4.32648810066474e-05
41.1305556,44.6519444,0.000418862497029113
40.9466667,43.7813889,5.32075445566331e-05
40.2416667,44.2727778,4.02471396735846e-05
40.6419444,43.9822222,4.86650497079176e-05
40.0961111,44.2511111,5.19051509286797e-05
40.5961111,44.3536111,0.000180111509036483
40.3330556,43.6580556,9.37723412126454e-05
40.2183333,44.2327778,0.000161750935452165
40.4025,44.5436111,3.17339325445233e-05
40.2511111,44.6630556,0.00010209495415225
40.7797222,43.8005556,5.52087835459274e-05
39.8094444,44.7144444,0.000208192386283089
40.0427778,44.1458333,4.36143036873178e-05
41.1641667,44.8725,3.92306373298161e-05
39.7208333,45.1838889,5.45734695810721e-05
40.0361111,44.4688889,3.30680918707195e-05
40.1416667,44.3708333,4.45672746346008e-05
40.8613889,44.2727778,7.73494752211353e-05
40.1005556,44.0969444,7.79847891859906e-05
40.7361111,43.8927778,4.83473927254899e-05
40.0391667,44.5416667,6.63585436291383e-05
40.6486111,44.0444444,5.15557282480093e-05
40.1580556,44.44,5.40969841074306e-05
40.0608333,44.0952778,6.50243843029421e-05
40.3794444,44.5994444,8.03036851577126e-05
39.7666667,44.8083333,7.73177095228926e-05
40.0897222,44.0483333,8.74192015640922e-05
40.1688889,44.2141667,0.000120963778908453
39.9538889,44.5505556,0.000653166287267755
40.2983333,43.7541667,9.8028944777176e-05
40.1513889,44.2663889,4.76803130623918e-05
40.8336111,45.4711111,0.000101427874489152
40.1544444,45.5022222,8.95475033463575e-05
40.4494444,44.6063889,8.44967573257577e-05
40.2963889,44.5958333,7.1282226856767e-05
40.3275,43.9166667,3.59270047125684e-05
40.3016667,44.3591667,0.000596528047300904
40.1238889,45.3566667,0.000111815257814536
39.8405556,44.6836111,0.000133892418093259
39.8647222,44.6702778,0.000119375493996315
39.4627778,46.4152778,8.05260450454119e-05
40.9744444,45.2519444,9.17393365251083e-05
40.1886111,44.3833333,3.47834395758288e-05
39.95,44.6,4.28519269294914e-05
40.2355556,44.2866667,4.31378182136763e-05
40.0666667,44.0666667,5.10157113778823e-05
40.0030556,44.5575,7.72224124281643e-05
39.9458333,44.6088889,0.000101396108790909
40.6841667,45.1730556,3.16704011480377e-05
41.195,44.8925,6.90586279797734e-05
41.1716667,44.8191667,6.90586279797734e-05
40.9758333,45.1980556,5.87665417491172e-05
40.7238889,43.8205556,0.000141293825783823
39.9833333,44.5,9.16758051286228e-05
40.1333333,44.0666667,9.16758051286228e-05
40.1908333,43.8494444,5.36840300302746e-05
41.2458333,44.8211111,9.60594714861245e-05
40.2536111,44.6038889,9.47253121599283e-05
40.1144444,44.0122222,9.81242418719043e-05
40.0852778,44.5786111,4.04377338630412e-05
40.8680556,44.4455556,3.53869878424414e-05
41.2027778,45.0033333,0.000100061949464713
40.8808333,45.3916667,0.000266005957084923
39.4969444,45.9730556,6.07360150401687e-05
39.5338889,46.3030556,3.26551377935635e-05
40.4552778,44.5205556,5.33028416513614e-05
40.3413889,44.2736111,0.000123949754543273
40.0161111,44.5186111,3.90082774421167e-05
40.3147222,44.5936111,0.000221470448148565
40.5952778,45.3475,0.000195454341287739
41.1861111,44.8313889,5.52723149424129e-05
39.9669444,44.5363889,7.95413083998862e-05
40.2183333,43.8602778,9.78383505877194e-05
40.1058333,44.4138889,7.38552484144311e-05
40.8380556,44.4233333,5.67017713633374e-05
40.1016667,44.3905556,5.59711603037538e-05
40.5719444,44.8122222,6.85186111096464e-05
40.7408333,44.8630556,0.000428201612312486
40.0080556,44.4880556,3.85000262702325e-05
40.2227778,44.2716667,3.76741181159205e-05
40.5688889,45.2319444,3.22739494146503e-05
40.9633333,44.6516667,7.89059944350309e-05
40.02,44.5852778,8.87851265885311e-05
40.5155556,43.8133333,3.69117413580941e-05
40.205,44.6430556,6.38808191662025e-05
40.1752778,45.175,0.000113403542726675
40.3941667,44.685,3.23692465093786e-05
40.7247222,44.7138889,4.01518425788563e-05
40.5369444,44.8577778,4.14542362068097e-05
40.3147222,45.1113889,0.000122012046950464
40.1194444,44.7230556,0.000216864421903364
40.3588889,45.1266667,0.000688712103601411
40.0838889,44.3055556,0.000105112695485313
40.3116667,45.68,3.3671640137332e-05
40.5619444,44.8827778,5.07298200936974e-05
40.1497222,44.4344444,7.65235670668234e-05
40.8958333,45.1313889,6.36902249767459e-05
40.0433333,43.9447222,6.71526860852074e-05
40.0380556,44.5638889,6.18478144786655e-05
40.1261111,44.4177778,6.71209203869646e-05
39.7783333,45.3477778,6.60726523449534e-05
40.8955556,44.1991667,3.45610796881295e-05
39.5077778,46.3386111,0.000647353164489329
40.7225,45.0033333,3.15751040533094e-05
40.1130556,44.2716667,5.96877469981574e-05
40.9697222,44.4713889,6.69938575939936e-05
40.7894444,43.8475,0.00471348960235635
40.7780556,44.9625,0.000107050403078122
40.1197222,44.3775,6.45161331310578e-05
40.0727778,44.3069444,3.62128959967533e-05
40.7558333,43.77,3.8150603589562e-05
40.6427778,44.1444444,5.77182737071059e-05
40.1361111,44.0138889,0.000169882954202313
40.6541667,43.8822222,6.01324667735561e-05
40.1019444,44.3427778,0.000110290504298884
40.0244444,44.45,3.60223018072967e-05
40.5016667,44.7547222,0.00129591342551188
40.8755556,45.1491667,0.000468131095003643
40.0455556,44.0208333,9.48523749528994e-05
39.8416667,45.6722222,0.000145550429348354
40.0452778,44.4736111,3.27822005865346e-05
40.7875,44.1972222,9.77748191912339e-05
40.0547222,44.5133333,5.38746242197312e-05
40.2358333,44.6938889,6.55644011730691e-05
40.8280556,43.9483333,4.25660356453065e-05
40.2472222,44.5366667,9.37088098161598e-05
39.2011111,46.415,0.00105338231942836
40.3244444,44.6938889,3.97706541999431e-05
40.3338889,44.3777778,0.000111847023512779
40.1638889,45.5722222,7.223519780405e-05
40.5333333,44.4166667,0.000134908920437027
40.9386111,45.1797222,5.48911265634997e-05
39.5122222,46.4336111,6.16254545909661e-05
40.3072222,44.16,8.19872671645792e-05
40.2730556,45.1444444,6.66126692150804e-05
40.5202778,44.9308333,0.000132844150051248
40.1238889,43.9652778,4.76167816659063e-05
40.5669444,43.9361111,4.14860019050525e-05
40.4675,44.7980556,7.97636682875855e-05
40.7955556,44.2783333,3.78647123053771e-05
40.82,44.3972222,5.43193439951299e-05
40.7883333,44.1844444,4.81885642342761e-05
40.9388889,44.7725,3.49740337652854e-05
40.1758333,44.0186111,6.9789239039357e-05
40.0802778,45.2511111,3.25280750005924e-05
40.8530556,43.8294444,4.83156270272472e-05
39.7369444,45.3875,0.000132590024465305
40.5722222,43.8669444,0.000157526097585877
40.7380556,44.6875,0.00010508092978707
40.0336111,44.1738889,4.32013496101618e-05
40.0575,44.4711111,9.35817470231888e-05
40.8375,43.7719444,5.22228079111074e-05
40.1447222,45.3063889,0.000350598011505409
40.0138889,44.4858333,0.000600721119468949
40.2522222,44.6383333,5.4859360865257e-05
40.6147222,44.6522222,8.44649916275149e-05
40.6758333,43.9486111,3.5164627954742e-05
38.9022222,46.2383333,0.000144216270022158
40.1816667,44.3991667,8.58309166519539e-05
40.0713889,44.2891667,0.000279188721855671
41.2016667,44.2288889,0.000151427083523266
40.2186111,45.7694444,8.16378444839087e-05
40.8372222,44.1091667,6.14348604015095e-05
40.9063889,45.4913889,6.23878313487925e-05
40.0286111,44.5586111,3.27822005865346e-05
40.1297222,44.0705556,0.000157589628982362
40.285,44.5422222,5.15557282480093e-05
39.9661111,44.5333333,5.44146410898582e-05
40.0283333,44.4827778,6.76927029553344e-05
40.1544444,44.3777778,7.37917170179455e-05
40.7652778,43.9908333,4.76167816659063e-05
40.1775,43.9063889,0.000109845784523485
40.0677778,43.9855556,0.000127666341237677
40.8613889,45.3175,3.89765117438739e-05
40.0913889,44.4041667,3.3671640137332e-05
40.1922222,44.3466667,7.89377601332736e-05
40.0236111,44.4244444,5.75276795176493e-05
40.0866667,43.99,5.07298200936974e-05
40.0041667,44.5947222,9.68536139421937e-05
41.1880556,44.3272222,4.40272577644737e-05
40.3822222,45.1783333,0.000172360678665249
40.3211111,44.5797222,0.000155524858596583
40.2666667,44.6563889,4.6441450830924e-05
40.3133333,44.4047222,4.63461537361957e-05
39.8166667,44.6669444,5.56217376230833e-05
41.1725,44.9936111,0.000162608609304719
40.0263889,44.5252778,6.08630778331397e-05
41.0538889,44.6113889,0.000143708018850274
40.2705556,44.2691667,0.000151458849221509
40.9805556,45.3991667,5.2000448023408e-05
40.5933333,43.94,7.73812409193781e-05
40.65,44.05,5.8385353370204e-05
40.2480556,44.415,0.000137640770485905
40.0405556,44.0675,6.85821425061319e-05
40.2566667,44.585,3.9103574536845e-05
40.0252778,44.3702778,3.14162755620956e-05
39.7597222,45.18,4.3455475196104e-05
40.1852778,44.2422222,7.44270309828008e-05
40.7725,44.2191667,3.52916907477131e-05
40.67,43.8663889,3.54187535406841e-05
41.0563889,45.1458333,3.48152052740716e-05
40.2891667,45.1341667,0.000196089655252595
40.2472222,44.3380556,6.22290028575787e-05
40.555,44.9536111,0.000542653423081172
39.5616667,45.9122222,3.21151209234365e-05
39.9308333,44.5783333,0.000124045051638001
40.7883333,44.5316667,5.85441818614178e-05
39.8333333,45.3016667,5.30804817636621e-05
40.4861111,44.3825,5.04121631112697e-05
40.05,43.9333333,5.58123318125399e-05
39.4341667,46.3155556,7.00751303235419e-05
40.8605556,44.1527778,6.37855220714742e-05
40.8480556,43.9213889,3.19880581304654e-05
41.1477778,44.8377778,9.12310853532241e-05
39.9,44.6666667,5.69558969492795e-05
39.4627778,45.9730556,0.000483092738875986
40.0586111,44.3863889,3.60540675055395e-05
40.4636111,44.7086111,7.29022774671481e-05
40.1133333,44.0552778,5.12380712655816e-05
40.665,44.0188889,3.89447460456312e-05
40.7955556,44.2783333,0.000478486712630785
39.75,44.8,7.11869297620387e-05
40.3369444,43.8588889,0.000157081377810478
40.0772222,44.0886111,5.76865080088631e-05
40.1330556,44.1991667,5.95289185069436e-05
41.1244444,44.2819444,0.000232461379740562
40.1416667,45.1913889,7.14092896497381e-05
39.5547222,46.4758333,6.7343280274664e-05
40.7986111,44.1072222,3.83411977790186e-05
40.5386111,44.7113889,4.47261031258146e-05
40.6361111,44.2230556,4.92685979745301e-05
40.1869444,44.2666667,3.33539831549043e-05
40.6330556,44.9522222,0.000122520298122349
40.1819444,45.635,8.03989822524409e-05
40.4769444,45.0375,6.1911345875151e-05
40.1608333,45.4538889,0.000126046290627296
40.9633333,44.6516667,5.37793271250029e-05
41.0711111,44.3969444,3.50057994635282e-05
40.3536111,44.3686111,4.05330309577695e-05
40.1727778,44.2925,0.00157284678279232
40.1377778,45.3291667,0.000102762033815348
40.9080556,44.6069444,3.7610586719435e-05
40.57,45.3955556,3.66258500739092e-05
40.8127778,44.4883333,0.0032114803266454
40.95,44.4666667,4.12001106208676e-05
40.1916667,45.1875,6.65491378185949e-05
40.135,45.4363889,0.000244881767753483
40.1805556,45.7283333,0.000361557177399163
40.5561111,44.9111111,5.12698369638244e-05
39.9105556,44.7277778,0.000387287392975804
40.0005556,44.585,0.000124870959792313
40.0252778,44.5908333,5.88618388438455e-05
40.1327778,45.2486111,0.000132558258767063
39.5358333,46.3119444,6.71526860852074e-05
39.7938889,45.3633333,3.69117413580941e-05
40.7383333,43.7758333,5.72735539317072e-05
40.1413889,44.3291667,6.92809878674727e-05
41.1191667,45.0652778,4.08824536384399e-05
40.2797222,44.295,0.000120360230641841
39.9588889,44.5591667,9.29146673600907e-05
39.8277778,44.6372222,3.87859175544173e-05
40.0902778,44.1625,5.54629091318695e-05
40.9041667,44.6325,3.6657615772152e-05
40.3216667,44.4813889,0.000340051799688811
40.0722222,44.2158333,4.27566298347631e-05
40.7,43.75,4.08189222419544e-05
40.1811111,44.5136111,0.0347357592627664
39.8094444,45.0511111,3.58952390143256e-05
39.6372222,45.5086111,4.20260187751795e-05
40.2611111,44.7361111,4.25660356453065e-05
40.1616667,44.0883333,4.80297357430623e-05
40.0925,44.3919444,4.41543205574448e-05
40.3569444,44.5230556,3.7070569849308e-05
40.5736111,44.7863889,4.66955764168661e-05
40.5108333,44.4288889,0.000142437390920563
12.2833333,-69.0666667,7.70000525404649e-05
17.4833333,-62.9833333,2.61431696537965e-05
12.1833333,-68.2833333,4.12954077155959e-07
12.15,-68.2666667,9.78701162859622e-05
12.3166667,-69.1666667,9.18028679215939e-06
12.05,-68.8166667,6.15301574962378e-05
17.4666667,-62.9833333,3.48469709723143e-05
12.2333333,-68.3333333,4.7521484571178e-05
12.1333333,-68.9833333,0.000163212157571332
12.2666667,-69.1,6.31184424083761e-05
17.6333333,-63.25,1.55016607424698e-05
12.3666667,-69.1666667,2.48725417240858e-05
12.1,-68.9166667,0.00310001449151154
17.6333333,-63.2333333,1.40404386233026e-05
-12.578333,13.407222,0.00480408537374472
-12.8525,15.560556,0.000673591631237854
-5.55,12.2,0.00209717139798741
-13.733333,15.066667,0.000335159882159425
-13.783333,14.683333,0.000962659485247025
-8.18812,15.37495,0.000407839799738873
-12.016667,17.483333,0.00060831312134897
-12.15,17.283333,0.000599037537462082
-12.431389,13.547222,0.000539381556162167
-8.58,13.664167,0.000896713895695043
-11.067147,20.701483,0.000151331786428537
-12.166667,17.333333,0.000243865265409715
-12.776111,15.739167,0.0071846703314541
-10.73366,14.979949,0.000283191199834259
-12.383333,16.933333,0.00360934569713605
-11.65,20.45,0.000164165128518615
-12.319722,13.599722,0.0066058993094709
-12.906667,15.253333,0.000773494752211353
-8.836804,13.233174,0.0881855490341989
-10.707273,22.22466,0.000586553618052675
-14.916667,13.5,0.00325728646351147
-8.419151,20.744655,0.000638967020153239
-11.783333,19.916667,0.000670732718396005
-11.55,20.783333,0.000157939051663033
-9.544722,16.345278,0.00276510873493806
-14.661639,17.688224,0.000608027230064785
-15.196111,12.152222,0.0025460207141577
-17.066667,15.733333,0.000323025385430688
-9.66078,20.391553,0.00128644724743554
-6.134903,12.368935,0.00214586821339357
-11.206048,13.843713,0.00105709890612277
-7.613282,15.056621,0.0019061960201519
-31.652925,-64.428259,0.00128285772353411
-36.776976,-59.858539,0.00166239428613868
-38.719595,-62.272432,0.00898810431779065
-32.625906,-62.68873,0.00111516660251054
-34.168742,-58.95914,0.00264211195134207
-28.469574,-65.785239,0.00678518491035307
-34.641667,-60.473889,0.00109868020512255
-34.895661,-60.016667,0.00166156837798436
-45.864135,-67.496558,0.00452969327232371
-32.482493,-58.237217,0.00231584646469062
-31.392959,-58.02089,0.00494547449662327
-31.413496,-64.181052,0.0457745935277136
-27.480596,-58.834099,0.0124039016155335
-36.313215,-57.679185,0.000800177938735277
-26.404841,-54.624784,0.00199561646070529
-26.177534,-58.178139,0.00790190803207751
-35.656622,-63.756815,0.00177570253177062
-39.02797,-67.573711,0.00241628960253424
-29.14003,-59.262564,0.00223439921439616
-33.009375,-58.51722,0.00280230636758034
-33.141559,-59.309657,0.00105207992580041
-24.194565,-65.297116,0.00880386326798261
-34.583816,-60.943318,0.0024259146091018
-34.921454,-57.954533,0.0217378390900932
-29.411048,-66.850668,0.00567008183923901
-23.806443,-64.787574,0.00156519124951581
-34.866494,-61.530197,0.000787725785024112
-34.570278,-59.105,0.00237680483961848
-33.035471,-68.877823,0.00246581232609471
-38.002278,-57.557539,0.0205133667199293
-32.890845,-68.827171,0.0309095173780288
-34.651455,-59.430676,0.0015586475156778
-29.181858,-58.078951,0.000973586885442536
-33.674359,-65.461405,0.00402023500390623
-38.547259,-58.736753,0.00269909961398959
-38.951606,-68.059102,0.011405060999988
-35.444374,-60.883131,0.00110280974589411
-27.487059,-55.11994,0.00187223848873039
-36.892715,-60.32254,0.0025414146879125
-31.731967,-60.523802,0.00950610755903544
-33.889949,-60.573568,0.00275434016323376
-27.367077,-55.896078,0.0099565769258161
-26.785221,-60.438761,0.00284569831137995
-42.769201,-65.038513,0.00303511717000157
-38.875875,-62.073589,0.001687298593561
-31.250332,-61.486696,0.00266911279484842
-43.300158,-65.10228,0.0008367402574127
-29.15,-59.65,0.00304883995164244
-27.46056,-58.983886,0.0129275909167638
-33.130671,-64.349918,0.00552907390473937
-51.622613,-69.218127,0.00296164310996605
-32.173008,-64.114055,0.00169616122337074
-33.190509,-68.46081,0.00208513219835341
-32.946818,-60.639317,0.0387064080117157
-24.785896,-65.411664,0.0174167511581297
-41.140293,-71.301369,0.00349562449742695
-31.427971,-62.082656,0.00226946854525618
-31.5375,-68.536389,0.0149285440147738
-28.133061,-58.767331,0.00151290491020822
-33.295012,-66.335627,0.00587249286844192
-33.081031,-68.468138,0.00341652790880246
-33.335784,-60.225233,0.00415193558882074
-33.679127,-59.666635,0.00214462935116211
-24.231266,-64.866141,0.00136986397102104
-34.617717,-68.330066,0.00397176054838777
-23.13398,-64.324645,0.0026843285643067
-31.629484,-60.701036,0.014486556089424
-36.616667,-64.283333,0.00284233114736622
-27.795112,-64.261489,0.0129488421688882
-34.982645,-58.376169,0.00267889662990719
-37.321674,-59.133164,0.00318060406795344
-22.516365,-63.801314,0.00202029840823992
-43.250075,-65.313295,0.00342697882352433
-38.373939,-60.279781,0.00149753031225872
-26.824144,-65.2226,0.0263147679557039
-54.8,-68.3,0.00184383995450136
-35.432303,-60.172707,0.000783596244252553
-33.745564,-61.968845,0.00228058653964115
-32.619888,-60.153907,0.000798557888124896
-40.813452,-62.996676,0.00243175949757847
-31.424138,-64.497778,0.00194072533414179
-33.227778,-60.329699,0.00140652158679319
-32.407514,-63.240161,0.00293314927864229
-34.098142,-59.028585,0.00280243343037331
47.3,11.5,0.000209463014212799
47.55,13.35,0.000185162255057083
47.35,9.65,0.000191864817386307
47.15,14.233333,0.000153523619607288
47.9,13.75,0.000306602519439178
48.116667,14.866667,0.000725274422278834
47.75,13.066667,0.00013195471050045
48.2,14.283333,0.000474452468953954
46.546111,13.71,0.000219913928934669
48.216667,14.4,0.000207017055448106
47.233333,11.3,0.000176617282229779
47.6,13.783333,0.000165499287844811
48.016667,16.233333,0.000790743526357175
47.633333,13.616667,0.000249964279472326
48.033333,14.2,0.00015676372082805
47.166667,13.1,0.000222423419095848
47.716667,13.616667,0.000453201216829543
46.962778,14.791667,0.000151681209109208
47.966667,16.2,0.000349835634747582
46.983333,16.05,0.000154063636477415
47.833333,13.033333,0.000159813227859356
47.95,16.1,0.00027941108174337
47.416667,13.216667,0.000322263008672862
47.149722,9.816667,0.000441670268367419
48.266667,13.033333,0.000521052748276091
47.5,9.766667,0.000855386722281204
48.016667,16.766667,0.00023312845940366
47.416667,15.283333,0.000421022564509621
46.815278,15.222222,0.000255682105156024
48.299722,16.566667,0.000227220039530506
47.416667,9.733056,0.0013663379785161
47.633333,12.216667,0.000161623872659194
47.8,13.766667,0.000266069488481408
46.608056,14.364167,0.00024805833757776
46.591389,14.643611,0.000193421336600202
47.95,16.4,0.000302060024590462
47.533333,14.883333,0.00019018123537944
47.85,16.516667,0.000373786971222628
48.35,14.45,0.000270326092045939
48.2,14.466667,0.000343577792193758
46.953056,15.888333,0.00015492131032997
48.35,14.05,0.000167913480911261
46.716667,14.1,0.000458696682625542
47.233056,9.6,0.000935372750456489
46.526944,14.301944,0.000243357014237831
46.565556,13.865278,0.000267022459428691
47.2,14.683333,0.00026057402268541
48.066667,13.483333,0.000163974534329158
48.5,14.5,0.00024059339849071
46.955278,14.405833,0.000170550033865411
47.266667,15.316667,0.000210574813651296
47.35,11.85,0.000118613117238488
47.05,16.083333,0.000189387092923371
48.35,14.416667,0.000199552116361056
48.35,16.733333,0.000272803816508875
48.016667,14.4,0.000211464253202094
47.1,15.716667,0.000166611087283308
47.666667,15.933333,0.000197360283182305
47.916667,13.8,0.000422070832551632
48.766667,14.983333,0.000184590472488713
47.333056,9.633056,0.000328520851226686
47.133333,15.35,0.000216197342240266
47.066667,15.45,0.0070623406275212
48.233333,13.833333,0.000151395317825023
47.733333,13.033333,0.000219755100443455
48.033333,16.3,0.000288146648760131
48.15,15.5,0.000164038065725644
48.15,16.933333,0.000178586755520831
47.683333,13.1,0.000602912952647699
47.6,14.45,0.000355680523224251
47.483056,9.683056,0.000373755205524385
48.866667,15.116667,0.00014205620254165
46.627222,13.367222,0.000230047186674112
48.266667,15.683333,0.000249868982377598
48.083333,16.433333,0.000175791374075467
47.466667,9.633056,0.000228935387235615
47.366667,9.683056,0.000447006905672204
48.55,16.083333,0.000348342646930172
47.45,12.166667,0.000168802920462059
47.55,9.75,0.000203745188529101
48.65,15.65,0.000206000553104338
48.233333,14.183333,0.000168739389065573
47.233333,10.733333,0.000293038566289517
47.266667,11.4,0.00357259278426917
47.4,11.783333,0.000216197342240266
46.939167,16.146667,0.000137196050710507
47.166667,14.666667,0.000317402856841718
47.433333,15.3,0.000693095769958912
47.5,15.45,0.000183923392825615
47.516667,12.083333,0.000162481546511748
47.45,12.383333,0.000280109927104711
46.624722,14.305278,0.00287828991777703
48.3,16.316667,0.000789155241445037
47.216667,14.816667,0.0004035514304761
47.066667,15.083333,0.000331856249542177
48.35,16.333333,0.000365241998395324
47.95,16.216667,0.000228204776176031
48.416667,15.6,0.00076529920206472
48.05,14.133333,0.000210479516556568
47.533333,15.55,0.000166325195999123
47.616667,13.15,0.000211813675882764
47.583333,12.166667,0.000511935992880418
47.966667,13.816667,0.000303965966485028
48.716667,16.383333,0.000193262508108989
47.133333,10.566667,0.000233509647782573
48.466667,15.666667,0.000224932909257026
48.3,16.35,0.00024564414451131
47.483056,9.733056,0.000292625612212361
46.781667,15.541667,0.000223281092948403
47.966667,13.616667,0.000160226181936512
47.383333,15.1,0.000788075207704783
48.266667,14.25,0.000722224915247529
